fifa_version,short_name,player_positions,overall,pace,shooting,passing,dribbling,defending,physic,club_name,nationality_name
24.0,M. Leitsch,CB,72,79.0,37.0,57.0,58.0,74.0,68.0,FSV Mainz 05,Germany
24.0,S. Alzate,CM,72,66.0,63.0,70.0,76.0,65.0,71.0,Standard Liège,Colombia
24.0,L. O'Brien,"CM, CDM, LM",72,68.0,62.0,66.0,75.0,69.0,72.0,Middlesbrough,England
24.0,A. Tanaka,"CDM, CM",72,70.0,66.0,68.0,71.0,70.0,70.0,Fortuna Düsseldorf,Japan
24.0,M. Robinson,CB,72,82.0,35.0,54.0,67.0,70.0,78.0,Atlanta United,United States
24.0,H. Delcroix,"CB, LB",72,70.0,33.0,61.0,62.0,72.0,70.0,Burnley,Belgium
24.0,A. Bodart,GK,72,,,,,,,Standard Liège,Belgium
24.0,S. Twine,"LW, CAM, LM",72,80.0,69.0,69.0,74.0,58.0,47.0,Hull City,England
24.0,C. O'Hare,"CAM, CF",72,80.0,58.0,69.0,77.0,63.0,65.0,Coventry City,England
24.0,F. Beijmo,"RWB, RB",72,85.0,51.0,64.0,68.0,64.0,76.0,AGF,Sweden
24.0,Y. Akgün,"RM, CAM, RW",72,89.0,66.0,64.0,77.0,29.0,59.0,Leicester City,Turkey
24.0,L. Ranieri,"CB, LB",72,73.0,41.0,59.0,67.0,74.0,65.0,Fiorentina,Italy
24.0,J. Carranza,ST,72,70.0,71.0,60.0,70.0,42.0,73.0,Philadelphia Union,Argentina
24.0,Toni Moya,CM,72,54.0,68.0,72.0,71.0,63.0,56.0,Real Zaragoza,Spain
24.0,K. Parks,"CDM, CM",72,35.0,62.0,68.0,68.0,68.0,73.0,New York City,United States
24.0,A. Almendra,CM,72,68.0,66.0,69.0,70.0,62.0,67.0,Racing Club,Argentina
24.0,B. Williams,"LB, RB, LWB",72,75.0,56.0,65.0,72.0,69.0,66.0,Ipswich Town,England
24.0,Pipa,"RWB, RB, RM",72,79.0,57.0,67.0,70.0,67.0,69.0,West Bromwich Albion,Spain
24.0,F. Colidio,"CAM, ST, LM",72,74.0,71.0,67.0,74.0,35.0,55.0,River Plate,Argentina
24.0,A. Herrera,"RB, RWB",72,81.0,62.0,61.0,73.0,67.0,70.0,River Plate,Argentina
24.0,H. Abdelli,"CM, CF, ST",72,67.0,65.0,68.0,72.0,59.0,71.0,Angers SCO,Algeria
24.0,S. Pedroza,"CDM, CM",72,71.0,63.0,70.0,68.0,69.0,73.0,Al Okhdood,Colombia
24.0,Cho Gue Sung,ST,72,80.0,71.0,51.0,68.0,30.0,80.0,Midtjylland,Korea Republic
24.0,C. Niasse,CDM,72,61.0,44.0,61.0,67.0,71.0,73.0,Young Boys,Senegal
24.0,F. Kunze,"CDM, CM",72,66.0,40.0,58.0,61.0,73.0,77.0,Hannover 96,Germany
24.0,A. Terzić,LB,72,74.0,45.0,59.0,70.0,68.0,62.0,Salzburg,Serbia
24.0,Vitor Carvalho,"CDM, CM",72,69.0,58.0,62.0,67.0,69.0,73.0,Sporting Braga,Brazil
24.0,B. Šutalo,CB,72,61.0,44.0,56.0,63.0,74.0,67.0,Dinamo Zagreb,Croatia
24.0,M. Guilavogui,"ST, RW",72,80.0,70.0,66.0,70.0,32.0,70.0,Lens,Guinea
24.0,Juan Iglesias,"LB, RB, RM",72,70.0,37.0,60.0,64.0,70.0,68.0,Getafe,Spain
24.0,W. Cheddira,"ST, CF",72,86.0,71.0,64.0,68.0,40.0,76.0,Frosinone,Morocco
24.0,Busanello,LB,72,75.0,60.0,71.0,70.0,66.0,75.0,Malmö FF,Brazil
24.0,K. Bielik,"CDM, CM",72,57.0,46.0,63.0,67.0,71.0,77.0,Birmingham City,Poland
24.0,F. Sierralta,"CB, CDM",72,52.0,30.0,51.0,53.0,70.0,76.0,Watford,Chile
24.0,P. Jensen,GK,72,,,,,,,Sparta Praha,Denmark
24.0,T. Fosu-Mensah,"RWB, RM, CB",72,74.0,60.0,64.0,65.0,73.0,76.0,Bayer 04 Leverkusen,Netherlands
24.0,S. Diarra,"RM, RW",72,84.0,59.0,66.0,74.0,42.0,50.0,Saint-Étienne,Côte d'Ivoire
24.0,F. Bjørkan,LB,72,80.0,53.0,62.0,72.0,66.0,72.0,Bodø / Glimt,Norway
24.0,S. Van der Heyden,CB,72,58.0,34.0,57.0,53.0,73.0,74.0,Mallorca,Belgium
24.0,Juan Soriano,GK,72,,,,,,,Tenerife,Spain
24.0,F. Müller,GK,72,,,,,,,SC Freiburg,Germany
24.0,L. Amani,"CM, CAM, CDM",72,77.0,65.0,68.0,79.0,64.0,70.0,Union Saint-Gilloise,Côte d'Ivoire
24.0,Álvaro,GK,72,,,,,,,Huesca,Spain
24.0,Y. Maleh,CM,72,66.0,65.0,73.0,73.0,66.0,67.0,Empoli,Morocco
24.0,P. Cutrone,ST,72,72.0,71.0,56.0,72.0,29.0,68.0,Como,Italy
24.0,Jeong Woo Yeong,"CAM, CF",72,77.0,62.0,67.0,78.0,36.0,63.0,VfB Stuttgart,Korea Republic
24.0,P. Köhn,GK,72,,,,,,,Monaco,Switzerland
24.0,Carlos Coronel,GK,72,,,,,,,New York RB,Brazil
24.0,Josep Martínez,GK,72,,,,,,,Genoa,Spain
24.0,Pablo Martínez,"CM, CAM, CDM",72,68.0,67.0,71.0,73.0,62.0,67.0,Levante,Spain
24.0,M. Müldür,"RB, LB, CB",72,74.0,53.0,63.0,73.0,69.0,72.0,Fenerbahçe,Turkey
24.0,M. Camara,"CM, CDM, RB",72,59.0,58.0,68.0,71.0,73.0,75.0,Brest,France
24.0,A. Ousou,CB,72,76.0,31.0,59.0,67.0,71.0,75.0,Häcken,Sweden
24.0,T. Iwata,"CDM, CB",72,73.0,55.0,62.0,68.0,72.0,77.0,Celtic,Japan
24.0,L. Kilian,CB,72,69.0,39.0,56.0,54.0,72.0,77.0,FC Köln,Germany
24.0,Bruno Langa,LB,72,83.0,46.0,55.0,77.0,67.0,65.0,Chaves,Mozambique
24.0,A. Costa,"LB, LWB, CB",72,71.0,46.0,62.0,64.0,72.0,72.0,Independiente,Argentina
24.0,D. Boloca,"CM, CDM",72,64.0,58.0,69.0,71.0,52.0,74.0,Sassuolo,Romania
24.0,Ignácio,CB,72,56.0,32.0,46.0,46.0,72.0,79.0,Sporting Cristal,Brazil
24.0,M. Abu Fani,"CM, CDM",72,63.0,60.0,72.0,71.0,65.0,70.0,Ferencváros,Israel
24.0,M. Lowe,"LWB, LB",72,80.0,46.0,63.0,73.0,69.0,67.0,Sheffield United,England
24.0,B. Cortés,GK,72,,,,,,,Colo-Colo,Chile
24.0,T. Ambrose,"ST, LM",72,82.0,72.0,61.0,74.0,29.0,68.0,Kortrijk,France
24.0,J. Torres,ST,72,61.0,71.0,54.0,67.0,23.0,70.0,Lanús,Argentina
24.0,R. Dickie,CB,72,55.0,44.0,52.0,58.0,72.0,78.0,Bristol City,England
24.0,San Emeterio,"CM, CDM",72,54.0,67.0,67.0,67.0,72.0,76.0,Cádiz,Spain
24.0,M. Wieteska,CB,72,57.0,37.0,48.0,56.0,73.0,76.0,Cagliari,Poland
24.0,S. Bastoni,"CM, LM, LB",72,68.0,58.0,71.0,72.0,69.0,69.0,Empoli,Italy
24.0,K. Nisbet,ST,72,66.0,74.0,64.0,69.0,37.0,71.0,Millwall,Scotland
24.0,M. Duelund,"CM, CAM, RW",72,74.0,68.0,73.0,75.0,60.0,71.0,AGF,Denmark
24.0,F. Altamirano,GK,72,,,,,,,San Lorenzo,Argentina
24.0,J. Andersson,"RB, RWB",72,83.0,51.0,67.0,71.0,64.0,72.0,Midtjylland,Sweden
24.0,H. Choudhury,"CDM, CM",72,63.0,45.0,61.0,66.0,73.0,73.0,Leicester City,England
24.0,Ó. Estupiñán,ST,72,68.0,72.0,52.0,68.0,33.0,79.0,Metz,Colombia
24.0,T. Ouwejan,LB,72,69.0,61.0,75.0,71.0,67.0,74.0,Schalke 04,Netherlands
24.0,G. Suazo,"LB, LM, LWB",72,72.0,59.0,67.0,71.0,66.0,75.0,Toulouse,Chile
24.0,J. Duverne,"LB, RB",72,59.0,38.0,62.0,69.0,75.0,74.0,Nantes,France
24.0,R. Manaj,ST,72,67.0,72.0,54.0,71.0,28.0,70.0,Sivasspor,Albania
24.0,B. Radunović,GK,72,,,,,,,Cagliari,Serbia
24.0,S. Moore,"RB, RM",72,90.0,56.0,61.0,70.0,63.0,76.0,Nashville SC,United States
24.0,S. Colombatto,"CDM, CM",72,65.0,69.0,77.0,71.0,64.0,72.0,Real Oviedo,Argentina
24.0,P. Sabbag,ST,72,61.0,77.0,50.0,64.0,32.0,70.0,Alianza Lima,Colombia
24.0,M. Köhlert,"LB, LM",72,77.0,62.0,72.0,71.0,63.0,70.0,SC Heerenveen,Germany
24.0,P. Tietz,ST,72,68.0,72.0,56.0,67.0,33.0,76.0,FC Augsburg,Germany
24.0,J. Storey,CB,72,73.0,33.0,52.0,57.0,73.0,74.0,Preston North End,England
24.0,G. Makouta,CM,72,65.0,68.0,67.0,73.0,65.0,80.0,Boavista,Congo
24.0,B. Özcan,"CM, CAM, LM",72,70.0,64.0,72.0,75.0,55.0,68.0,İstanbul Başakşehir,Turkey
24.0,Pol Lirola,"RB, RM, RWB",72,72.0,62.0,69.0,69.0,67.0,69.0,Frosinone,Spain
24.0,I. Cardona,"ST, LM",72,84.0,72.0,66.0,72.0,26.0,62.0,FC Augsburg,France
24.0,L. Zanimacchia,"RM, CAM",72,69.0,72.0,70.0,69.0,29.0,55.0,Cremonese,Italy
24.0,F. Ballo-Touré,"LB, LM",72,83.0,51.0,67.0,71.0,67.0,71.0,Fulham,Senegal
24.0,G. Weissbeck,"CAM, CM",72,66.0,70.0,72.0,75.0,46.0,68.0,Bordeaux,France
24.0,J. Ebobisse,ST,72,77.0,69.0,62.0,68.0,33.0,80.0,San Jose Earthquakes,Cameroon
24.0,T. De Smet,LB,72,68.0,52.0,64.0,67.0,68.0,73.0,Stade de Reims,Belgium
24.0,F. Coman,"LW, ST",72,81.0,69.0,67.0,74.0,34.0,66.0,FCSB,Romania
24.0,R. Hack,LM,72,81.0,65.0,65.0,75.0,33.0,52.0,Borussia Mönchengladbach,Germany
24.0,F. Muslija,"CAM, LM",72,79.0,67.0,70.0,76.0,30.0,49.0,Paderborn,Kosovo
24.0,D. Man,"RM, LM, RW",72,88.0,68.0,65.0,73.0,45.0,72.0,Parma,Romania
24.0,O. Ba,CB,72,69.0,31.0,45.0,55.0,72.0,80.0,İstanbul Başakşehir,Senegal
24.0,A. Harroui,"CDM, CM",72,73.0,68.0,70.0,74.0,67.0,75.0,Frosinone,Morocco
24.0,André Vidigal,"LM, ST",72,85.0,67.0,63.0,76.0,27.0,59.0,Stoke City,Portugal
24.0,T. Mølgaard,"CB, RWB",72,83.0,44.0,61.0,66.0,71.0,81.0,AGF,Denmark
24.0,K. Schlotterbeck,CB,72,53.0,27.0,51.0,54.0,74.0,75.0,VfL Bochum 1848,Germany
24.0,F. Benković,CB,72,60.0,44.0,54.0,55.0,71.0,79.0,Trabzonspor,Croatia
24.0,V. Shepelev,"CM, CDM",72,64.0,63.0,64.0,69.0,65.0,62.0,Dynamo Kyiv,Ukraine
24.0,F. Uremović,CB,72,71.0,30.0,47.0,53.0,71.0,73.0,Hajduk Split,Croatia
24.0,Bruno Costa,CM,72,67.0,71.0,72.0,73.0,62.0,61.0,Valenciennes,Portugal
24.0,D. Jones,"LB, RB",72,82.0,56.0,65.0,70.0,67.0,75.0,New England,United States
24.0,F. Mura,"RB, LB",72,80.0,54.0,67.0,70.0,66.0,70.0,Racing Club,Argentina
24.0,Jaime Seoane,"CM, CAM, CDM",72,70.0,72.0,71.0,74.0,66.0,75.0,Real Oviedo,Spain
24.0,S. Nicholson,ST,72,68.0,75.0,58.0,66.0,24.0,77.0,Clermont,Jamaica
24.0,J. Pineda,"CM, RM, LM",72,78.0,67.0,70.0,69.0,66.0,62.0,Rionegro Águilas,Colombia
24.0,L. Rota,RB,72,78.0,41.0,63.0,70.0,66.0,69.0,AEK Athens,Greece
24.0,E. Jirka,"RM, LM",72,85.0,65.0,64.0,71.0,42.0,67.0,Viktoria Plzeň,Slovakia
24.0,M. Grüll,LM,72,86.0,70.0,65.0,74.0,32.0,67.0,Rapid Wien,Austria
24.0,J. Justvan,"CAM, RWB, LWB",72,84.0,55.0,70.0,74.0,53.0,52.0,TSG Hoffenheim,Germany
24.0,I. Kebbal,"RM, CAM",72,78.0,65.0,67.0,76.0,24.0,54.0,Paris,Algeria
24.0,O. Tymchyk,RB,72,87.0,41.0,64.0,63.0,69.0,53.0,Dynamo Kyiv,Ukraine
24.0,A. Ismajli,CB,72,71.0,30.0,49.0,61.0,75.0,66.0,Empoli,Albania
24.0,O. Nwobodo,"CDM, CM",72,82.0,62.0,62.0,70.0,73.0,74.0,Cincinnati,Nigeria
24.0,Z. Romero,"CB, LB",72,79.0,30.0,49.0,63.0,72.0,78.0,Estudiantes,Argentina
24.0,D. Špikić,"RW, RM, LW",72,83.0,68.0,65.0,76.0,49.0,61.0,Dinamo Zagreb,Croatia
24.0,V. Birmančević,"RW, LW",72,78.0,66.0,68.0,76.0,35.0,59.0,Sparta Praha,Serbia
24.0,F. Bruera,ST,72,57.0,74.0,54.0,62.0,28.0,77.0,Olimpia,Argentina
24.0,Cadu,"RB, RM",72,75.0,65.0,72.0,75.0,66.0,62.0,Viktoria Plzeň,Brazil
24.0,M. Sylla,"LM, RM",72,76.0,66.0,67.0,73.0,61.0,63.0,Arouca,Guinea
24.0,U. Sanchez,"RM, CM, CDM",72,66.0,66.0,74.0,71.0,59.0,58.0,Belgrano,Argentina
24.0,K. Hause,CB,72,59.0,44.0,58.0,58.0,71.0,74.0,Aston Villa,England
24.0,P. McNair,CB,72,64.0,62.0,67.0,68.0,73.0,75.0,Middlesbrough,Northern Ireland
24.0,S. Gregersen,CB,72,76.0,44.0,52.0,46.0,70.0,84.0,Bordeaux,Norway
24.0,E. Horvath,GK,72,,,,,,,Nottingham Forest,United States
24.0,Bruno Varela,GK,72,,,,,,,Vitória SC,Portugal
24.0,David Costas,CB,72,75.0,45.0,63.0,67.0,72.0,75.0,Real Oviedo,Spain
24.0,D. Hyam,CB,72,54.0,32.0,54.0,59.0,72.0,76.0,Blackburn Rovers,Scotland
24.0,A. Armstrong,"ST, LW, CM",72,78.0,73.0,65.0,72.0,35.0,66.0,Southampton,England
24.0,T. Wellenreuther,GK,72,,,,,,,Feyenoord,Germany
24.0,A. Maitland-Niles,"CM, RB",72,77.0,61.0,69.0,73.0,68.0,67.0,Olympique Lyonnais,England
24.0,C. Willock,"LW, ST, LM",72,80.0,69.0,65.0,74.0,29.0,57.0,Queens Park Rangers,England
24.0,David Gil,GK,72,,,,,,,Cádiz,Spain
24.0,R. Lauritsen,CB,72,58.0,41.0,58.0,52.0,73.0,76.0,Brøndby,Denmark
24.0,C. Teuchert,"ST, CAM",72,74.0,73.0,60.0,75.0,35.0,64.0,Hannover 96,Germany
24.0,K. Dowell,"CAM, CM, CF",72,65.0,71.0,72.0,73.0,40.0,54.0,Rangers,England
24.0,J. Reine-Adélaïde,CM,72,68.0,69.0,71.0,77.0,54.0,64.0,RWDM,France
24.0,M. Caufriez,CB,72,56.0,30.0,57.0,56.0,73.0,73.0,Clermont,Belgium
24.0,B. Cufré,"LB, LM, LWB",72,78.0,64.0,68.0,67.0,68.0,74.0,New York City,Argentina
24.0,I. Radu,GK,72,,,,,,,AFC Bournemouth,Romania
24.0,A. Cicâldău,"CM, CAM",72,66.0,69.0,74.0,72.0,62.0,68.0,Konyaspor,Romania
24.0,B. Mykhailichenko,LB,72,75.0,59.0,68.0,71.0,69.0,71.0,Dinamo Zagreb,Ukraine
24.0,Manu Fuster,"LM, RM",72,75.0,68.0,72.0,70.0,46.0,48.0,Albacete,Spain
24.0,A. Medina,"RW, CF, LW",72,75.0,70.0,68.0,76.0,49.0,61.0,Liverpool,Uruguay
24.0,O. Bukari,"RW, ST",72,85.0,67.0,61.0,75.0,37.0,65.0,,Ghana
24.0,T. Marchiori,GK,72,,,,,,,Atlético Tucumán,Argentina
24.0,K. Günter,CB,72,62.0,46.0,60.0,62.0,74.0,69.0,Hellas Verona,Germany
24.0,S. Schrijvers,"CM, CF, ST",72,64.0,72.0,72.0,73.0,62.0,63.0,OH Leuven,Belgium
24.0,V. Lazaro,"RWB, RM, LM",72,74.0,69.0,73.0,74.0,64.0,66.0,Torino,Austria
24.0,Róber,"CB, CDM",72,55.0,48.0,63.0,62.0,72.0,72.0,Sporting Gijón,Spain
24.0,J. Karlström,CDM,72,67.0,54.0,65.0,67.0,70.0,83.0,Lech Poznań,Sweden
24.0,S. Schonlau,CB,72,58.0,41.0,53.0,58.0,74.0,75.0,Hamburger SV,Germany
24.0,José Pozo,"CAM, ST",72,73.0,72.0,70.0,74.0,61.0,59.0,Rayo Vallecano,Spain
24.0,Dani Calvo,CB,72,51.0,46.0,57.0,58.0,70.0,79.0,Real Oviedo,Spain
24.0,L. Henderson,"CM, CAM, CF",72,73.0,64.0,69.0,72.0,65.0,76.0,Palermo,Scotland
24.0,O. McBurnie,ST,72,54.0,71.0,58.0,68.0,33.0,78.0,Sheffield United,Scotland
24.0,G. Wüthrich,CB,72,48.0,35.0,51.0,53.0,71.0,81.0,Sturm Graz,Switzerland
24.0,M. Ilaimaharitra,"CDM, CM",72,62.0,61.0,66.0,67.0,70.0,77.0,Sporting Charleroi,Madagascar
24.0,A. Briançon,CB,72,47.0,47.0,56.0,53.0,71.0,82.0,Saint-Étienne,France
24.0,U. Garcia,LB,72,81.0,42.0,62.0,70.0,66.0,77.0,Young Boys,Switzerland
24.0,N. Ratti,GK,72,,,,,,,FC Andorra,Argentina
24.0,A. Buksa,ST,72,63.0,72.0,57.0,69.0,31.0,72.0,Antalyaspor,Poland
24.0,E. Boateng,"ST, LM",72,91.0,71.0,59.0,71.0,39.0,76.0,Rio Ave,Ghana
24.0,A. Palumbo,"CM, CAM, CF",72,67.0,62.0,70.0,72.0,58.0,73.0,Modena,Italy
24.0,Samuel Portugal,GK,72,,,,,,,Porto,Brazil
24.0,N. Tripichio,"RB, CB",72,81.0,51.0,66.0,71.0,66.0,69.0,Defensa y Justicia,Argentina
24.0,C. Arcus,RB,72,75.0,43.0,65.0,66.0,67.0,74.0,Vitesse,Haiti
24.0,A. Desmas,GK,72,,,,,,,Le Havre,France
24.0,M. Pedersen,"LB, LM",72,83.0,52.0,65.0,73.0,66.0,66.0,FC Augsburg,Denmark
24.0,Córdoba,"LM, RM, CAM",72,79.0,69.0,67.0,74.0,63.0,69.0,Fortuna Sittard,Spain
24.0,José Machín,CM,72,64.0,64.0,70.0,72.0,62.0,66.0,Monza,Equatorial Guinea
24.0,Á. Nagy,"CDM, CM",72,68.0,54.0,71.0,73.0,69.0,63.0,Pisa,Hungary
24.0,Álvaro Tejero,"RB, RWB",72,81.0,64.0,69.0,71.0,65.0,69.0,SD Eibar,Spain
24.0,M. Pereira Lage,"RW, LW",72,71.0,71.0,73.0,73.0,61.0,64.0,Brest,Portugal
24.0,M. Hartel,CM,72,71.0,64.0,71.0,77.0,39.0,61.0,St. Pauli,Germany
24.0,R. Oudin,"LW, LM, CM",72,70.0,70.0,71.0,73.0,33.0,65.0,Lecce,France
24.0,L. Sernicola,"RB, RM, RWB",72,70.0,58.0,70.0,70.0,68.0,69.0,Cremonese,Italy
24.0,L. Abram,"CB, LB",72,65.0,42.0,58.0,60.0,70.0,78.0,Atlanta United,Peru
24.0,D. Lamkel Zé,"ST, LM",72,78.0,73.0,67.0,73.0,49.0,78.0,Hatayspor,Cameroon
24.0,F. Depaoli,"RB, LM, RM",72,71.0,56.0,69.0,73.0,68.0,60.0,Sampdoria,Italy
24.0,A. Elis,"ST, RM",72,87.0,69.0,63.0,72.0,30.0,76.0,Bordeaux,Honduras
24.0,L. Blondel,RB,72,79.0,61.0,60.0,70.0,68.0,70.0,Boca Juniors,Argentina
24.0,V. Barkas,GK,72,,,,,,,FC Utrecht,Greece
24.0,Tete Morente,"RM, LM, RWB",72,78.0,70.0,72.0,72.0,44.0,66.0,Elche,Spain
24.0,R. Yaremchuk,ST,72,73.0,71.0,68.0,67.0,44.0,73.0,Valencia,Ukraine
24.0,M. Sarkaria,"ST, CAM",72,80.0,72.0,71.0,74.0,36.0,71.0,Sturm Graz,Austria
24.0,Luquinhas,"RM, CF, LM",72,82.0,65.0,65.0,77.0,35.0,58.0,New York RB,Brazil
24.0,D. Perić,CB,72,62.0,35.0,51.0,62.0,70.0,76.0,Dinamo Zagreb,Croatia
24.0,R. Stewart,ST,72,75.0,71.0,58.0,64.0,30.0,80.0,Southampton,Scotland
24.0,F. Sakala,"ST, CF, RW",72,91.0,70.0,60.0,72.0,32.0,66.0,Al Fayha,Zambia
24.0,Y. Soma,"RW, LW, LM",72,89.0,64.0,65.0,74.0,53.0,62.0,Casa Pia,Japan
24.0,Maracás,CB,72,75.0,30.0,50.0,58.0,73.0,72.0,Moreirense,Brazil
24.0,Antonio Sánchez,"RM, CM",72,74.0,66.0,72.0,71.0,65.0,73.0,Mallorca,Spain
24.0,R. Abascal,CB,72,61.0,44.0,52.0,58.0,73.0,77.0,Boavista,Uruguay
24.0,K. Sandoval,"CAM, CM, LM",72,79.0,70.0,70.0,74.0,43.0,57.0,Cienciano,Peru
24.0,T. Sakamoto,"CAM, RWB, LWB",72,78.0,65.0,69.0,75.0,64.0,66.0,Coventry City,Japan
24.0,A. Valera,ST,72,67.0,74.0,52.0,67.0,28.0,76.0,Universitario,Peru
24.0,M. Bouldini,ST,72,81.0,71.0,53.0,68.0,26.0,78.0,Levante,Morocco
24.0,Anderson Jesus,CB,72,58.0,30.0,40.0,44.0,74.0,77.0,Vizela,Brazil
24.0,J. Sosa,CM,72,52.0,65.0,77.0,74.0,64.0,63.0,Estudiantes,Argentina
24.0,L. Podolski,"CF, ST, CAM",72,49.0,78.0,73.0,71.0,36.0,68.0,Górnik Zabrze,Germany
24.0,S. Davis,CM,72,33.0,63.0,74.0,74.0,71.0,62.0,,Northern Ireland
24.0,J. Insaurralde,CB,72,55.0,53.0,57.0,58.0,71.0,80.0,Sarmiento,Argentina
24.0,J. Leca,GK,72,,,,,,,Lens,France
24.0,S. Bolat,GK,72,,,,,,,Westerlo,Turkey
24.0,T. Heaton,GK,72,,,,,,,Manchester United,England
24.0,A. Ulmer,LB,72,67.0,62.0,69.0,72.0,70.0,68.0,Salzburg,Austria
24.0,D. Randolph,GK,72,,,,,,,AFC Bournemouth,Republic of Ireland
24.0,J. Lössl,GK,72,,,,,,,Midtjylland,Denmark
24.0,N. Moisander,CB,72,38.0,50.0,68.0,67.0,74.0,67.0,Malmö FF,Finland
24.0,J. Tomkins,CB,72,33.0,32.0,56.0,49.0,74.0,65.0,Crystal Palace,England
24.0,R. De Laet,"RB, LB, CB",72,71.0,55.0,63.0,67.0,71.0,76.0,Antwerp,Belgium
24.0,M. Díaz,"CDM, CM",72,52.0,63.0,76.0,73.0,66.0,64.0,Audax Italiano,Chile
24.0,Ángel,"ST, CAM",72,68.0,73.0,61.0,72.0,34.0,63.0,Tenerife,Spain
24.0,Miguel Veloso,CM,72,38.0,69.0,80.0,74.0,60.0,61.0,Pisa,Portugal
24.0,V. Mannone,GK,72,,,,,,,Lille,Italy
24.0,R. Fährmann,GK,72,,,,,,,Schalke 04,Germany
24.0,D. Da Silva,CB,72,36.0,37.0,57.0,52.0,73.0,75.0,Melbourne Victory,France
24.0,Edgar,"ST, LW, RW",72,61.0,72.0,61.0,65.0,31.0,77.0,Daegu,Brazil
24.0,Marcelo,CB,72,46.0,46.0,57.0,57.0,71.0,81.0,Western Sydney Wanderers,Brazil
24.0,B. Bannan,"CM, CAM",72,62.0,63.0,75.0,75.0,57.0,55.0,Sheffield Wednesday,Scotland
24.0,P. Piatti,LM,72,74.0,70.0,71.0,73.0,54.0,48.0,Estudiantes,Argentina
24.0,F. Roncaglia,"CB, RB",72,57.0,51.0,63.0,60.0,73.0,72.0,Boca Juniors,Argentina
24.0,R. Thomas,CB,72,32.0,37.0,52.0,45.0,73.0,71.0,Caen,France
24.0,R. van Wolfswinkel,"ST, CAM",72,65.0,72.0,68.0,69.0,44.0,71.0,FC Twente,Netherlands
24.0,J. Russell,"RW, RM",72,74.0,72.0,70.0,74.0,50.0,77.0,Sporting Kansas City,Scotland
24.0,Yoel,GK,72,,,,,,,SD Eibar,Spain
24.0,D. Odoi,"RB, CDM, CB",72,71.0,57.0,68.0,73.0,69.0,72.0,Club Brugge,Ghana
24.0,E. Hovland,CB,72,48.0,28.0,53.0,45.0,69.0,82.0,Häcken,Norway
24.0,L. Ayling,"RB, CB",72,59.0,58.0,63.0,70.0,72.0,73.0,Leeds United,England
24.0,M. Ritchie,"LM, LB",72,58.0,71.0,74.0,74.0,67.0,62.0,Newcastle United,Scotland
24.0,J. Carvallo,GK,72,,,,,,,Universitario,Peru
24.0,E. Ben,"RW, ST, LW",72,81.0,73.0,65.0,74.0,35.0,63.0,APOEL,Comoros
24.0,L. Acosta,"CAM, RM, LM",72,81.0,68.0,70.0,75.0,53.0,60.0,Lanús,Argentina
24.0,A. Hernández,ST,72,74.0,74.0,62.0,70.0,30.0,68.0,Peñarol,Uruguay
24.0,D. Polenta,CB,72,66.0,42.0,61.0,58.0,69.0,83.0,Nacional,Uruguay
24.0,E. Room,GK,72,,,,,,,Vitesse,Curacao
24.0,A. Westwood,"CDM, CM",72,53.0,61.0,74.0,71.0,68.0,73.0,Charlotte,England
24.0,A. McCarthy,GK,72,,,,,,,Southampton,England
24.0,C. Pinsoglio,GK,72,,,,,,,Juventus,Italy
24.0,Alcalá,CB,72,30.0,47.0,56.0,50.0,71.0,73.0,FC Cartagena,Spain
24.0,Óscar Sielva,"CM, CDM",72,62.0,71.0,72.0,69.0,66.0,73.0,Huesca,Spain
24.0,Etxeita,CB,72,35.0,35.0,49.0,56.0,72.0,76.0,Amorebieta,Spain
24.0,E. Mangala,CB,72,52.0,42.0,52.0,51.0,71.0,80.0,Estoril,France
24.0,S. Frei,GK,72,,,,,,,Seattle Sounders,United States
24.0,D. Aleksić,"CM, CAM",72,68.0,76.0,72.0,75.0,51.0,74.0,İstanbul Başakşehir,Serbia
24.0,S. Strandberg,CB,72,52.0,42.0,54.0,57.0,72.0,78.0,Vålerenga,Norway
24.0,Alberto Perea,"LM, CAM, RM",72,71.0,70.0,69.0,76.0,35.0,59.0,Granada,Spain
24.0,S. Al Faraj,"CM, CDM, CAM",72,50.0,66.0,78.0,73.0,67.0,60.0,Al Hilal,Saudi Arabia
24.0,Kim Seung Gyu,GK,72,,,,,,,Al Shabab,Korea Republic
24.0,H. Barcos,ST,72,49.0,74.0,66.0,65.0,46.0,76.0,Alianza Lima,Argentina
24.0,J. Rodríguez,GK,72,,,,,,,,Mexico
24.0,Steven Vitória,CB,72,35.0,59.0,56.0,49.0,72.0,78.0,Chaves,Canada
24.0,M. Zimmermann,RB,72,79.0,52.0,66.0,67.0,68.0,70.0,Fortuna Düsseldorf,Germany
24.0,A. Ioniță,CM,72,56.0,68.0,69.0,70.0,72.0,78.0,Lecco,Moldova
24.0,G. Charbonnier,ST,72,32.0,74.0,68.0,70.0,36.0,69.0,Saint-Étienne,France
24.0,S. Polter,ST,72,70.0,72.0,54.0,60.0,35.0,86.0,Schalke 04,Germany
24.0,A. Luthe,GK,72,,,,,,,Kaiserslautern,Germany
24.0,Mario Gaspar,"RB, CB, RWB",72,64.0,66.0,64.0,67.0,71.0,73.0,Elche,Spain
24.0,A. Pulido,ST,72,73.0,72.0,65.0,72.0,37.0,70.0,Sporting Kansas City,Mexico
